algorithm_name,env_n,size,best_solution,H,states,time
random,18,10,"[3, 0, 6, 9, 2, 8, 1, 4, 2, 5]",2,3000,0.079414
random,19,10,"[1, 4, 0, 7, 9, 2, 6, 1, 3, 0]",2,3000,0.083277
random,20,10,"[8, 5, 7, 1, 0, 2, 6, 9, 2, 4]",2,3000,0.088919
random,21,10,"[8, 6, 1, 3, 5, 9, 4, 0, 5, 2]",3,3000,0.066621
random,22,10,"[8, 1, 3, 6, 0, 7, 4, 2, 7, 5]",3,3000,0.052089
random,23,10,"[6, 8, 1, 2, 0, 7, 4, 1, 3, 9]",2,3000,0.053712
random,24,10,"[8, 6, 6, 0, 2, 4, 5, 7, 9, 3]",3,3000,0.063174
random,25,10,"[5, 1, 1, 4, 0, 8, 0, 9, 6, 2]",2,3000,0.052683
random,26,10,"[5, 6, 4, 7, 0, 3, 5, 2, 9, 3]",3,3000,0.046079
random,27,10,"[3, 5, 9, 7, 9, 0, 2, 8, 6, 0]",3,3000,0.042735
random,28,10,"[7, 9, 1, 2, 6, 3, 0, 8, 4, 0]",3,3000,0.041466
random,29,10,"[6, 8, 1, 5, 0, 2, 7, 5, 7, 9]",3,3000,0.041182
random,30,10,"[1, 7, 4, 7, 9, 0, 3, 6, 8, 3]",3,3000,0.041116
